11.1617,5.0871,1.0
-11.3525,0.8439,-1.0
23.8579,3.4758,1.0
-11.787,-2.5904,-1.0
-40.2297,5.5533,-1.0
-28.5779,-11.6146,-1.0
20.7178,9.2495,1.0
44.1368,-13.908,1.0
26.4513,-9.491,1.0
-8.5463,-3.7723,-1.0
-11.3681,-3.2368,-1.0
-26.7449,1.439,-1.0
49.8055,-12.7714,1.0
-24.3436,9.5305,-1.0
-28.6372,-4.0044,-1.0
-21.9805,-7.3878,-1.0
-36.4754,-7.8289,-1.0
-27.4087,3.8681,-1.0
-30.0189,11.4591,-1.0
-3.7897,-1.1033,-1.0
18.2176,3.2009,1.0
42.1839,8.3165,1.0
-20.9603,-1.9189,-1.0
-11.1706,5.4288,-1.0
15.0715,-5.4752,1.0
18.1675,6.457,1.0
-8.8255,-0.5239,-1.0
4.3247,-1.0856,1.0
-1.5668,0.2785,-1.0
8.2704,-2.3741,1.0
-49.0024,8.8128,-1.0
-27.3586,-4.5951,-1.0
25.7752,-10.9333,1.0
38.5455,-1.2064,1.0
29.858,-8.4542,1.0
31.4602,-14.6037,1.0
11.5169,3.3037,1.0
-42.6648,-2.7069,-1.0
-33.3476,13.1489,-1.0
30.6449,-0.7489,1.0
8.0789,-1.3156,1.0
-38.3113,5.7354,-1.0
25.926,7.9932,1.0
-6.7371,-2.2468,-1.0
37.8453,-1.9597,1.0
-11.6745,3.7089,-1.0
39.6264,9.886,1.0
10.689,3.6901,1.0
34.1521,13.0474,1.0
13.9193,-1.7836,1.0
-32.5777,-1.0901,-1.0
-30.6106,12.1578,-1.0
30.7308,8.1565,1.0
-40.2578,7.615,-1.0
41.4298,15.2923,1.0
10.9279,-0.4715,1.0
-46.9583,3.0298,-1.0
23.5678,6.6322,1.0
32.693,5.8068,1.0
32.2779,-7.1309,1.0
14.2315,3.2952,1.0
28.727,1.5616,1.0
-24.2901,-4.6763,-1.0
23.3503,8.0708,1.0
-25.1453,-9.3158,-1.0
-5.1994,1.7899,-1.0
-8.4096,-3.4842,-1.0
-7.9076,1.8309,-1.0
4.3013,-1.9434,1.0
23.7153,7.5587,1.0
-29.8453,-10.4987,-1.0
22.5703,-0.6547,1.0
-10.5743,3.3407,-1.0
25.2317,-11.4535,1.0
-41.8038,19.3839,-1.0
-5.4019,-0.066,-1.0
-23.6839,-10.975,-1.0
35.9392,-6.4046,1.0
48.3007,-11.3819,1.0
19.723,9.6615,1.0
-26.1234,4.5183,-1.0
-49.1788,-20.1741,-1.0
-39.1231,-4.8537,-1.0
34.5031,5.2067,1.0
49.6321,-18.8995,1.0
-44.5285,-0.6081,-1.0
-38.0162,-5.2427,-1.0
-40.0896,-5.7514,-1.0
1.2091,0.1528,1.0
2.0948,0.9903,1.0
20.0448,4.113,1.0
-32.699,-16.1315,-1.0
39.1299,-1.2241,1.0
-4.3711,-0.9459,-1.0
5.2312,2.2404,1.0
22.0805,8.2472,1.0
2.5192,-0.7095,1.0
-40.1108,13.8954,-1.0
-23.3336,9.7628,-1.0
8.7661,-3.8277,1.0
5.911,-2.3103,1.0
-44.0548,11.7428,-1.0
24.7238,6.4177,1.0
30.8138,8.0491,1.0
-29.9428,8.6258,-1.0
33.5955,-16.4708,1.0
-38.0095,18.5864,-1.0
26.583,-9.5428,1.0
-49.7143,-18.6678,-1.0
-48.8733,1.5598,-1.0
-34.6143,2.1618,-1.0
18.5547,-3.815,1.0
17.0103,4.8983,1.0
-14.5366,-0.0028,-1.0
-11.2773,3.2607,-1.0
12.7433,-3.239,1.0
-44.361,-19.9063,-1.0
46.886,14.8088,1.0
36.5835,-2.9669,1.0
-30.511,-2.8613,-1.0
2.8607,-0.9838,1.0
43.3524,-14.4898,1.0
2.7306,-0.3376,1.0
18.9405,-1.7848,1.0
-21.4412,-7.2878,-1.0
-42.2973,-10.7367,-1.0
49.0713,-6.726,1.0
-3.9879,-0.9605,-1.0
-25.5478,8.5571,-1.0
-15.592,-4.4259,-1.0
20.1543,5.8005,1.0
-33.0534,0.0655,-1.0
-34.0186,16.5932,-1.0
20.7713,1.7503,1.0
-16.9368,-4.3047,-1.0
-26.8463,3.8037,-1.0
11.9027,4.1442,1.0
-38.1217,12.5213,-1.0
-11.1407,0.6406,-1.0
35.6367,-4.0142,1.0
33.1022,6.2333,1.0
-29.9985,7.6671,-1.0
-37.5851,-17.6884,-1.0
35.3338,-16.5531,1.0
-15.6005,5.0274,-1.0
36.501,11.9618,1.0
-14.8384,-6.5425,-1.0
27.6578,-1.3901,1.0
-18.2902,-4.8578,-1.0
6.1176,-2.6571,1.0
-46.4472,-13.7799,-1.0
7.049,-1.0813,1.0
-35.3377,13.7285,-1.0
0.1587,-0.0259,1.0
-21.4486,-9.869,-1.0
-11.9857,-0.1422,-1.0
4.0297,-0.2798,1.0
-6.2201,-0.5517,-1.0
32.6134,10.8195,1.0
15.0649,4.9073,1.0
8.9487,-0.0373,1.0
-11.132,-4.5478,-1.0
-41.7771,3.2907,-1.0
11.6031,-4.9443,1.0
34.0117,0.67,1.0
-42.8532,-18.2124,-1.0
-34.7134,-12.6861,-1.0
9.9698,1.5606,1.0
-30.2424,7.7711,-1.0
17.6189,-7.5906,1.0
35.9445,13.3453,1.0
0.4784,-0.2122,1.0
-4.7672,2.072,-1.0
38.4098,13.644,1.0
-41.7324,7.0858,-1.0
-6.9585,-0.8542,-1.0
-10.4559,-3.2778,-1.0
-42.923,-11.5723,-1.0
36.4688,-11.3184,1.0
-45.1354,5.4376,-1.0
43.6113,8.7401,1.0
-45.0458,-12.1509,-1.0
-27.165,-7.2961,-1.0
17.7957,-6.0641,1.0
-12.2161,-1.8861,-1.0
3.2755,-0.7696,1.0
34.8084,-11.082,1.0
-12.925,4.6544,-1.0
43.2905,-8.1999,1.0
-33.1485,-13.0295,-1.0
12.5994,-1.3435,1.0
-39.198,-18.7128,-1.0
-1.1394,-0.1422,-1.0
17.0009,-5.3608,1.0
-38.8045,-6.3275,-1.0
10.3624,-2.3085,1.0
23.1379,10.3527,1.0
33.9978,11.9733,1.0
-43.581,-11.8803,-1.0
36.7569,-8.2716,1.0
1.9732,0.2532,-1.0
5.7468,-0.11,-1.0
47.0679,-18.5446,-1.0
31.4963,-16.7021,1.0
4.3802,-4.5908,1.0
52.1939,-26.5764,1.0
3.734,0.7112,-1.0
47.1966,-19.4483,-1.0
-15.2756,8.578,-1.0
17.791,-7.9129,-1.0
